index,name,address,city,postalCode,phone,mobile,business_page,logo
1131,Sports Star Restaurant & Cafe LLC,"Al Talal Building, Bhnd Sahara Centre, Al Nahda","Dubai, UAE ",None,+9704-2669277,+97052-8414450,https://www.yellowpages-uae.com/sports-star-restaurant-cafe-llc-175288.html,
1132,Spring Onion Restaurant,"Silver Tower, Business Bay","Dubai, UAE ",None,+97055-3151234,+97None,https://www.yellowpages-uae.com/spring-onion-restaurant-175335.html,
1133,Square Table Restaurant,"Opp Centrepoint, Bhnd Pizzahut, Karama","Dubai, UAE ",None,+9704-3977223,+97052-8740231,https://www.yellowpages-uae.com/square-table-restaurant-175270.html,
1134,Stables Bar & Restaurant,"Near Farimont Hotel, Shk Zayed Road","Dubai, UAE ",None,+9704-3425571,+97None,https://www.yellowpages-uae.com/stables-bar-restaurant-175781.html,
1135,Stand View Restaurant LLC,None,"Dubai, UAE ",None,+9704-2238038,+97None,https://www.yellowpages-uae.com/stand-view-restaurant-llc-142912.html,
1136,Star Restaurant and Mini Market,"Near Main Gate, Jebel Ali Free Zone","Jebel Ali, UAE ",16837,+9704-8818522,+97None,https://www.yellowpages-uae.com/star-restaurant-and-mini-market-123917.html,
1137,Starbucks Coffee,Deira City Centre,"Dubai, UAE ",1277,+9704-2948442,+97None,https://www.yellowpages-uae.com/starbucks-coffee-116158.html,
1138,Stars N Bars,"Yas Marina, Yas Island","Abu Dhabi, UAE ",None,+9702-5650101,+97None,https://www.yellowpages-uae.com/stars-n-bars-175723.html,
1139,Sterling Caravan,Garhoud,"Dubai, UAE ",3929,+9704-2947771,+97None,https://www.yellowpages-uae.com/sterling-caravan-67150.html,
1140,Stills,"Crown Plaza, Yas Island","Abu Dhabi, UAE ",None,+9702-6563066,+97None,https://www.yellowpages-uae.com/stills-175724.html,
1141,Stone Fire Pizza Kitchen,Near Real Cinemas. The Dubai Mall,"Dubai, UAE ",None,+9704-3308152,+97None,https://www.yellowpages-uae.com/stone-fire-pizza-kitchen-67464.html,
1142,Stratos,Al Markaziyah,"Abu Dhabi, UAE ",None,+97800 101101,+97None,https://www.yellowpages-uae.com/stratos-175741.html,
1143,Subah Hotel Management Services LLC,Mina Rd,"Abu Dhabi, UAE ",48324,+9702-6723321,+97None,https://www.yellowpages-uae.com/subah-hotel-management-services-llc-140118.html,
1144,Subhiksha Restaurant,Hamdan St,"Abu Dhabi, UAE ",None,+9702-6760675,+97None,https://www.yellowpages-uae.com/subhiksha-restaurant-147725.html,
1145,Sublime Lounge,"Ibis Hotel, 2nd Zabeel Road","Dubai, UAE ",None,+9704-3187130,+97None,https://www.yellowpages-uae.com/sublime-lounge-67465.html,
1146,Subway,"Blk 7, Food Court, Knowledge Village","Dubai, UAE ",502936,+9704-3644545,+97None,https://www.yellowpages-uae.com/subway-131293.html,
1147,Subway,"Times Square Centre, Sh zayed road","Dubai, UAE ",None,+9704-3418808,+97None,https://www.yellowpages-uae.com/subway-68593.html,
1148,"Subway, The",Jumeira Lake Tower,"Dubai, UAE ",27888,+9704-4327999,+97None,https://www.yellowpages-uae.com/subway-the-130056.html,
1149,SucreSale,Jumeira Lake Tower,"Dubai, UAE ",None,+9704-4484648,+97None,https://www.yellowpages-uae.com/sucresale-103625.html,
1150,Sugar Box,"418 University City Rd, Ind Area 13","Dubai, UAE ",None,+9704-3446084,+97050-4337994,https://www.yellowpages-uae.com/dubai-sugar-box-67467.html,
1151,Sugar Factory,"Shop MW 18, Festival City Mall","Dubai, UAE ",None,+9704-2843456,+97None,https://www.yellowpages-uae.com/sugar-factory-176385.html,
1152,Sugoi,"2nd Floor Dubai Mall Food Court, Downtown Burj Khalifa","Dubai, UAE ",52546,+9704-4340755,+97None,https://www.yellowpages-uae.com/sugoi-62654.html,
1153,Sukh Sagar at the Beach,None,"Dubai, UAE ",None,+9704-4370188,+97None,https://www.yellowpages-uae.com/sukh-sagar-at-the-beach-67799.html,
1154,Sukh Sagar LLC,"Near Park Regis Kris Kin Hotel, Kuwait Street, Al Karama","Dubai, UAE ",52119,+9704-3967222,+9704-3967291,https://www.yellowpages-uae.com/sukh-sagar-llc-130754.html,
1155,Sultan Palace Restaurant,"opposite Zabeel Park, Near Karama Fish Market, Karama","Dubai, UAE ",None,+9704-3709377,+97None,https://www.yellowpages-uae.com/sultan-palace-restaurant-67468.html,
1156,Sultana Restaurant,Muroor Rd,"Abu Dhabi, UAE ",95526,+9702-4482343,+97None,https://www.yellowpages-uae.com/sultana-restaurant-125396.html,
1157,Sum of Us,"Trade Cntre 1, Shk Zayed Road","Dubai, UAE ",None,+97056-4457526,+97None,https://www.yellowpages-uae.com/sum-of-us-175782.html,
1158,Sumaya Restaurant,"Near Sharjah Cinema, Al Marija St","Sharjah, UAE ",28405,+9706-5681823,+97None,https://www.yellowpages-uae.com/sumaya-restaurant-135721.html,
1159,Sumibiya,"Baniyas Rd, Deira","Dubai, UAE ",476,+9704-2057033,+97None,https://www.yellowpages-uae.com/sumibiya-142724.html,
1160,Summerland Motel,"Opp Sharjah Grand Hotel, Port Khalid, Al Khan","Sharjah, UAE ",6006,+9706-5281321,+97None,https://www.yellowpages-uae.com/summerland-motel-135656.html,
1161,Sumo Salad,"Dubai Mall Food Court, Downtown Burj Khalifa","Dubai, UAE ",523,+9704-3308063,+97None,https://www.yellowpages-uae.com/sumo-salad-62656.html,
1162,Sumo Sushi & Bento,"Ground Floor, Building # 10, BBC Building, Dubai Media City","Dubai, UAE ",57360,+9704-3911041,+97None,https://www.yellowpages-uae.com/sumo-sushi-bento-110857.html,
1163,Sunlight Restaurant,Hamdan St,"Abu Dhabi, UAE ",26438,+9702-6321566,+97None,https://www.yellowpages-uae.com/sunlight-restaurant-126815.html,
1164,Super Kabab Iranian Restaurant,"Al Khaleej Rd, Abu Hail","Dubai, UAE ",None,+9704-2685685,+97050-2411998,https://www.yellowpages-uae.com/super-kabab-iranian-restaurant-175232.html,
1165,Super Seven Seas Restaurants,Bur Dubai,"Dubai, UAE ",45863,+9704-3932112,+97None,https://www.yellowpages-uae.com/super-seven-seas-restaurants-117719.html,
1166,Surf Cafe Dubai,Jumeirah Beach Road,"Dubai, UAE ",None,+9704-3466292,+97None,https://www.yellowpages-uae.com/surf-cafe-dubai-175783.html,
1167,Surya Restaurant,Qusais,"Dubai, UAE ",None,+9704-2678080,+97None,https://www.yellowpages-uae.com/surya-restaurant-144090.html,
1168,Susana Restaurant,Karama,"Dubai, UAE ",26195,+9704-3575838,+97None,https://www.yellowpages-uae.com/susana-restaurant-158786.html,
1169,Sushi,"Grand Hyatt Hotel, Sheikh Rashid Rd, Bur Dubai","Dubai, UAE ",7978,+9704-3172222,+97None,https://www.yellowpages-uae.com/sushi-62658.html,
1170,Sushi Central,Al Khalidiya,"Abu Dhabi, UAE ",None,+97600 520007,+97None,https://www.yellowpages-uae.com/sushi-central-175662.html,
1171,Sushi Counter,Dubai Media City,"Dubai, UAE ",None,+9704-3751095,+97None,https://www.yellowpages-uae.com/sushi-counter-175784.html,
1172,Sushi Folie,"Holiday Inn, Al Barsha, next to Mall of the Emirates","Dubai, UAE ",115443,+9704-3234333,+97None,https://www.yellowpages-uae.com/sushi-folie-62660.html,
1173,Sushi Sushi Restaurant - Century Village,Garhoud,"Dubai, UAE ",77671,+9704-2829908,+97None,https://www.yellowpages-uae.com/sushi-sushi-restaurant-century-village-150157.html,
1174,Suvoroff,"Murgan 1 Bldg, Near Al Ansari Exch, JBR","Dubai, UAE ",333581,+9704-4370178,+97None,https://www.yellowpages-uae.com/suvoroff-62626.html,
1175,Swadist,"Opposite City Corner Supermarket, Al Karama","Dubai, UAE ",None,+9704-3342920,+9704-3342921,https://www.yellowpages-uae.com/swadist-173553.html,
1176,Swagath Vegetarian Restaurant,"Food Court, Al Musalla Tower, Mankhool","Dubai, UAE ",8226,+9704-3969363,+9704-3969323,https://www.yellowpages-uae.com/swagath-vegetarian-restaurant-111357.html,
1177,"Swan, The","Al Ghurair Centre, Deira","Dubai, UAE ",171567,+9704-2285911,+97None,https://www.yellowpages-uae.com/swan-the-135710.html,
1178,Sydney Restaurant,"Opp Bin Ladin Camp, Indl Area 11","Sharjah, UAE ",30218,+9706-5349443,+97None,https://www.yellowpages-uae.com/sydney-restaurant-129111.html,
1179,Szechuan Palace,"Ramada Chelsea Hotel, Al Barsha","Dubai, UAE ",None,+9704-5019000,+97None,https://www.yellowpages-uae.com/szechuan-palace-143665.html,
1180,Tabaq Restaurant,"Hamdan St, Ziani","Abu Dhabi, UAE ",46695,+9702-6787349,+97None,https://www.yellowpages-uae.com/tabaq-restaurant-119605.html,
1181,Taipei Dao,Downtown Dubai,"Dubai, UAE ",None,+9704-4510694,+97None,https://www.yellowpages-uae.com/taipei-dao-175785.html,
1182,Taj Mahal Restaurant,"Next to Al Fujairah Jewellery, Opp ADCB","Fujairah, UAE ",1146,+9709-2225225,+97None,https://www.yellowpages-uae.com/taj-mahal-restaurant-116562.html,
1183,Tajdeed Hyderabadi Restaurant,"Gete Bldg B Block, Opp City Hotel, Rolla","Sharjah, UAE ",None,+9706-5637393,+97055-7590859,https://www.yellowpages-uae.com/tajdeed-hyderabadi-restaurant-68584.html,
1184,Tala Semplice,"8th St., Deira City Centre","Dubai, UAE ",None,+9704-2925200,+97None,https://www.yellowpages-uae.com/tala-semplice-143086.html,
1185,Talay Thai Restaurant,"Le Meridian, Al Zahiyah","Abu Dhabi, UAE ",None,+9702-6446666,+97None,https://www.yellowpages-uae.com/talay-thai-restaurant-175725.html,
1186,Tamar Darbar Restaurant,"Behind Masjid Shahaba, TCA","Abu Dhabi, UAE ",75337,+9702-6452221,+97050-2644747,https://www.yellowpages-uae.com/tamar-darbar-restaurant-175523.html,
1187,Tamba Restaurant,"World Trade Centre Mall, Al Markaziyah","Abu Dhabi, UAE ",None,+9702-6728888,+97None,https://www.yellowpages-uae.com/tamba-restaurant-175726.html,
1188,Tamilnadu Restaurant,"Fire Station Rd, Al Muwailah","Sharjah, UAE ",66988,+9706-5353696,+97None,https://www.yellowpages-uae.com/tamilnadu-restaurant-148307.html,
1189,Tandoor Express,Mussafah,"Abu Dhabi, UAE ",None,+9702-5596655,+97None,https://www.yellowpages-uae.com/tandoor-express-145584.html,
1190,Tandoor Palace,"Al Nahda 1, Qusais","Dubai, UAE ",91521,+9704-2505035,+97050-3659486,https://www.yellowpages-uae.com/tandoor-palace-175350.html,
1191,Tandoori Junction Restaurant,"G 04, HDS Tower, JLT","Dubai, UAE ",643532,+9704-4311866,+97None,https://www.yellowpages-uae.com/tandoori-junction-restaurant-147696.html,
1192,Tandushi,Lotus Downtown Metro Hotel Apartments & Spa,"Dubai, UAE ",None,+9704-2068888,+97None,https://www.yellowpages-uae.com/tandushi-67472.html,
1193,Tanjara,Madinat Zayed,"Abu Dhabi, UAE ",33779,+9702-6278644,+97None,https://www.yellowpages-uae.com/tanjara-145585.html,
1194,Taqado Mexican Kitchen,"The Galleria, Al Maryah Island","Abu Dhabi, UAE ",None,+9702-6770700,+97None,https://www.yellowpages-uae.com/taqado-mexican-kitchen-175648.html,
1195,Tarbouche,Central Market,"Abu Dhabi, UAE ",None,+9702-6282220,+97None,https://www.yellowpages-uae.com/tarbouche-145706.html,
1196,Tareeq Al Saadah Restaurant,"Masjid Bldg, Abu Shagara Park","Sharjah, UAE ",None,+9706-5240100,+97054-3037907,https://www.yellowpages-uae.com/tareeq-al-saadah-restaurant-175364.html,
1197,Tarweeah,"Behind Spinneys, Najda Street","Abu Dhabi, UAE ",None,+9702-6445004,+97056-6229119,https://www.yellowpages-uae.com/tarweeah-175573.html,
1198,Tashas Cafe,Al Bateen,"Abu Dhabi, UAE ",None,+9702-4450890,+97None,https://www.yellowpages-uae.com/tashas-cafe-175727.html,
1199,Tashkent Restaurant,Al Barsha,"Dubai, UAE ",71121,+9704-4470706,+97050-1157060,https://www.yellowpages-uae.com/tashkent-restaurant-175355.html,
1200,Taste Buds Restaurant FZO,"Shop 1, Apricot Building, Dubai Silicon Oasis","Dubai, UAE ",None,+9704-3922283,+97055-9812345,https://www.yellowpages-uae.com/taste-buds-restaurant-fzo-175282.html,
1201,Taste Of India Vegetarian Restaurant,Al Wahda,"Sharjah, UAE ",None,+9706-5484551,+97None,https://www.yellowpages-uae.com/taste-of-india-vegetarian-restaurant-147705.html,
1202,Taste Restaurant,"Hor Al Anz, Deira","Dubai, UAE ",None,+9704-2623050,+97056-1630777,https://www.yellowpages-uae.com/taste-restaurant-175346.html,
1203,Tasty Biriyani Restaurant,Deira,"Dubai, UAE ",81658,+9704-2298856,+97None,https://www.yellowpages-uae.com/tasty-biriyani-restaurant-124756.html,
1204,Tasty Village Restaurant,"Al Fahidi Plaza, Bur Dubai","Dubai, UAE ",None,+9704-3798100,+97055-1739191,https://www.yellowpages-uae.com/tasty-village-restaurant-175296.html,
1205,Tawa Bakery,"Al Muneera Beach Plaza, Al Raha","Abu Dhabi, UAE ",None,+9702-5566900,+97None,https://www.yellowpages-uae.com/tawa-bakery-175663.html,
1206,Taxi Shawarma,"Near Filli Tea, Al Shamsi Bldg, Baghdad St, Al Nahda","Dubai, UAE ",None,+9704-2727729,+97None,https://www.yellowpages-uae.com/taxi-shawarma-175224.html,
1207,Taza,Al Nahda,"Sharjah, UAE ",None,+9706-5254415,+97None,https://www.yellowpages-uae.com/sharjah-taza-68538.html,
1208,Tcby,Deira,"Dubai, UAE ",3929,+9704-2621144,+97None,https://www.yellowpages-uae.com/tcby-149563.html,
1209,Tea Junction Cafe,"Opp Bohri Masjid, Bhnd NMC, Al Nahda 2","Dubai, UAE ",None,+9704-8804428,+97056-4485335,https://www.yellowpages-uae.com/tea-junction-cafe-175343.html,
1210,Tea Turn Cafeteria,"Near Fatima Supermarket, TCA","Abu Dhabi, UAE ",None,+9702-6456751,+97055-3673131,https://www.yellowpages-uae.com/tea-turn-cafeteria-175574.html,
1211,Teatro - Towers Rotana Hotel,Sh Zayed Road,"Dubai, UAE ",30430,+9704-3122240,+97None,https://www.yellowpages-uae.com/teatro-towers-rotana-hotel-150159.html,
1212,Thai Rock Restaurant,"Food Court, Al Khail Mall, Al Quoz","Dubai, UAE ",None,+9704-3307555,+97None,https://www.yellowpages-uae.com/thai-rock-restaurant-147726.html,
1213,The Black Lion,"The H Dubai, Shk Zayed Road","Dubai, UAE ",None,+9704-5018888,+97None,https://www.yellowpages-uae.com/the-black-lion-175803.html,
1214,The Boardwalk,"Opp City Centre, Deira","Dubai, UAE ",None,+9704-2956000,+97None,https://www.yellowpages-uae.com/the-boardwalk-175620.html,
1215,The Cake Bar,Jumeirah Beach Rd,"Dubai, UAE ",22399,+9704-3955775,+97None,https://www.yellowpages-uae.com/the-cake-bar-147391.html,
1216,The Cave,"Cornad Dubai, Shk Zayed Road","Dubai, UAE ",None,+9704-4447444,+97None,https://www.yellowpages-uae.com/the-cave-175818.html,
1217,The City Celebration Restaurant,Hamdan St,"Abu Dhabi, UAE ",None,+9702-6729656,+97None,https://www.yellowpages-uae.com/the-city-celebration-restaurant-146035.html,
1218,The Croft,Dubai Marina,"Dubai, UAE ",None,+9704-3194794,+97None,https://www.yellowpages-uae.com/the-croft-175821.html,
1219,The Desert Wok Restaurant,"Al Qusais 1, Nxt Dubai Women's College","Dubai, UAE ",None,+9704-2585522,+9704-2585527,https://www.yellowpages-uae.com/the-desert-wok-restaurant-175221.html,
1220,The Favourite Restaurant,Al Falah Str,"Abu Dhabi, UAE ",40032,+9702-6412464,+97None,https://www.yellowpages-uae.com/the-favourite-restaurant-148458.html,
1221,The Forge,"Ritz Carlton, Al Maqta","Abu Dhabi, UAE ",None,+9702-8188282,+97None,https://www.yellowpages-uae.com/the-forge-175696.html,
1222,The Foundry,"Southern Sun, Al Zahiyah","Abu Dhabi, UAE ",None,+9702-8184888,+97None,https://www.yellowpages-uae.com/the-foundry-175697.html,
1223,The Gem Garden,Shaikh Zayed Road,"Dubai, UAE ",None,+9704-3234333,+97None,https://www.yellowpages-uae.com/the-gem-garden-67482.html,
1224,The Grand Grill Steakhouse,Shk Zayed Rd,"Dubai, UAE ",213059,+9704-3380409,+97None,https://www.yellowpages-uae.com/the-grand-grill-steakhouse-159152.html,
1225,The Huddle,"Citymax Hotel, Al Barsha","Dubai, UAE ",None,+9704-4078000,+97None,https://www.yellowpages-uae.com/the-huddle-67483.html,
1226,The Indian Accent,Salam Street,"Abu Dhabi, UAE ",None,+9702-8836144,+97None,https://www.yellowpages-uae.com/the-indian-accent-175506.html,
1227,The Indian Corner FZC,SAIF Zone,"Sharjah, UAE ",9358,+9706-5573664,+97None,https://www.yellowpages-uae.com/the-indian-corner-fzc-137314.html,
1228,The Indian Pavillion,Umm Suqueim / Al Wasl Road / MOE,"Dubai, UAE ",None,+9704-3941483,+97None,https://www.yellowpages-uae.com/the-indian-pavillion-67484.html,
1229,The Kebab Shop,"Z Bldg, DMCC","Dubai, UAE ",126764,+9704-3453365,+97None,https://www.yellowpages-uae.com/the-kebab-shop-146770.html,
1230,The Liquid Lounge,"Gold Swiss Belhotel, Bur Dubai","Dubai, UAE ",None,+9704-3459992,+97None,https://www.yellowpages-uae.com/the-liquid-lounge-67808.html,
1231,The Lounge,"Sea View Hotel, Bur Dubai","Dubai, UAE ",None,+9704-3558080,+97None,https://www.yellowpages-uae.com/the-lounge-67809.html,
1232,The Maine - A New England Brasserie Company,Jumeirah,"Dubai, UAE ",None,+9704-4576719,+97None,https://www.yellowpages-uae.com/the-maine-a-new-england-brasserie-company-177576.html,
1233,The Market Place,"JW Marriot, Deira","Dubai, UAE ",None,+9704-6077977,+97None,https://www.yellowpages-uae.com/the-market-place-67485.html,
1234,The Meat Company,Souk Al Qaryat Al Beri,"Abu Dhabi, UAE ",None,+9702-5581713,+97None,https://www.yellowpages-uae.com/the-meat-company-175709.html,
1235,The Med,Dubai Media City,"Dubai, UAE ",None,+9704-4271000,+97None,https://www.yellowpages-uae.com/the-med-67810.html,
1236,The Monk,Al Aweer,"Dubai, UAE ",63363,+9704-3335353,+97None,https://www.yellowpages-uae.com/oras-al-khaimahzai-motors-fzd-66742.html,
1237,The Monsoon,"Flora Grand Hotel, Deira","Dubai, UAE ",None,+9704-2233344,+97None,https://www.yellowpages-uae.com/the-monsoon-67486.html,
1238,The Old Vic,"Ramada Hotel Dubai, Bur Dubai","Dubai, UAE ",None,+9704-3519999,+97None,https://www.yellowpages-uae.com/the-old-vic-67488.html,
1239,The Retreat,Khalifa City,"Abu Dhabi, UAE ",None,+9702-6169999,+97None,https://www.yellowpages-uae.com/the-retreat-175717.html,
1240,The Snack House,"Gate 1 Building, Dubai Silicon Oasis","Dubai, UAE ",None,+9704-3338680,+97056-4279327,https://www.yellowpages-uae.com/the-snack-house-175266.html,
1241,The Stuffed Burger Company,Airport Road,"Abu Dhabi, UAE ",None,+9702-5560353,+97600 545541,https://www.yellowpages-uae.com/the-stuffed-burger-company-175566.html,
1242,The Terrace Restaurant,Next to Gulf Medical University,"Ajman, UAE ",None,+9706-7430002,+97None,https://www.yellowpages-uae.com/the-terrace-restaurant-142568.html,
1243,The Village Restaurant,"Al Hamra Village Golf Resort, RAK","Ras Al Khaimah, UAE ",None,+9707-2446666,+97None,https://www.yellowpages-uae.com/the-village-restaurant-108020.html,
1244,The Wok House,"Front Fa?ade, BurJuman","Dubai, UAE ",None,+9704-3599786,+97None,https://www.yellowpages-uae.com/the-wok-house-67493.html,
1245,Tibba Restaurant,"Damascus St, Qusais","Dubai, UAE ",None,+9704-2578585,+97None,https://www.yellowpages-uae.com/tibba-restaurant-143045.html,
1246,Tiffinbites,Jumeirah Beach Residence,"Dubai, UAE ",None,+9704-4404952,+97None,https://www.yellowpages-uae.com/tiffinbites-67815.html,
1247,Tikka Tonight Restaurant,"UAE Exchange Bldg, Damascus St, Al Qusais","Dubai, UAE ",None,+9704-2205822,+97None,https://www.yellowpages-uae.com/tikka-tonight-restaurant-175321.html,
1248,Todays Restaurant,"Bhnd Zuleka Hosp, Near Pond Park, Al Nahda 2","Dubai, UAE ",None,+9704-2637335,+97050-2487003,https://www.yellowpages-uae.com/todays-restaurant-175255.html,
1249,Toki Japanese Restaurant,"Hilton, Khubeirah","Abu Dhabi, UAE ",None,+9702-6811900,+97None,https://www.yellowpages-uae.com/toki-japanese-restaurant-175728.html,
1250,Tom & Serg Cafe,"Al Joud Centre, 15A Street, Al Quoz","Dubai, UAE ",None,+97050-4746812,+97None,https://www.yellowpages-uae.com/tom-serg-cafe-175786.html,
1251,Tony Roma's,Sh Zayed Rd,"Dubai, UAE ",15018,+9704-3685655,+97None,https://www.yellowpages-uae.com/tony-roma-s-131620.html,
1252,Topkapi - Taj Palace Hotel Dubai,Riqa Road,"Dubai, UAE ",42211,+9704-2113060,+97None,https://www.yellowpages-uae.com/topkapi-taj-palace-hotel-dubai-149564.html,
1253,Tori Nu Su,"Jumeirah Al Etihad Towers, Al khubeirah","Abu Dhabi, UAE ",None,+9702-8115666,+97None,https://www.yellowpages-uae.com/tori-nu-su-175742.html,
1254,Tourist Club Star Cafeteria,"Universal Pharmacy Building, TCA","Abu Dhabi, UAE ",None,+97056-4680910,+97None,https://www.yellowpages-uae.com/tourist-club-star-cafeteria-175551.html,
1255,Trader Vics,"Crowne Plaza, Sh zayed road","Dubai, UAE ",None,+9704-3311111,+97None,https://www.yellowpages-uae.com/trader-vics-67819.html,
1256,Traiteur,"Park Hyatt, Deira","Dubai, UAE ",None,+9704-3172222,+97None,https://www.yellowpages-uae.com/traiteur-67820.html,
1257,Travancore Restaurant LLC,Mussafah 10,"Abu Dhabi, UAE ",None,+9702-5596490,+97None,https://www.yellowpages-uae.com/travancore-restaurant-llc-150966.html,
1258,Tripoli Restaurant,Musaffah,"Abu Dhabi, UAE ",None,+9702-6440999,+9702-5553666,https://www.yellowpages-uae.com/tripoli-restaurant-175518.html,
